SalePrice,id
119060.95633199334,1461
151885.8784042473,1462
180697.48286183566,1463
198115.58440378506,1464
202116.33089638784,1465
169151.49098866893,1466
179370.71463456168,1467
160146.86029044032,1468
194033.72347184233,1469
119413.886964219,1470
184701.36374690395,1471
97453.89976662121,1472
94047.72014360425,1473
143067.97763948675,1474
106280.06270453129,1475
358739.2197634601,1476
248060.13258474396,1477
303133.0283811564,1478
302396.8573040467,1479
474859.79454586736,1480
330755.9449740991,1481
214809.08026790625,1482
181076.14604037782,1483
161908.97617698766,1484
199361.7449071604,1485
194463.8147500728,1486
343015.21840116504,1487
239957.54747232157,1488
189686.44045885227,1489
242950.13848043667,1490
197292.24302076572,1491
91923.64469463832,1492
190027.87126460706,1493
300519.1172441336,1494
291650.99800119764,1495
236143.58924794037,1496
178588.41326766886,1497
175486.68120481848,1498
167592.4499838689,1499
158144.95666784697,1500
172919.51882676408,1501
145506.02417446463,1502
290867.0837429284,1503
243595.53819596625,1504
227364.53026105673,1505
187418.05088579102,1506
242251.3546937393,1507
202912.34394282327,1508
161120.56162687013,1509
143343.38818829425,1510
153371.51863112862,1511
176071.37620588412,1512
151933.97870579193,1513
155163.65371471478,1514
190695.8509409266,1515
155511.93703682264,1516
170562.07108697284,1517
130647.28879260337,1518
209231.8644653575,1519
125924.86474185115,1520
128662.54822438292,1521
177966.02758784892,1522
109399.48033286748,1523
125185.31097263949,1524
117466.27683509089,1525
109246.26354304218,1526
107722.8064502048,1527
137654.23376605276,1528
151333.18810354985,1529
189869.3823194812,1530
107272.12081740862,1531
98011.32527438964,1532
145008.15849629918,1533
127116.49862333457,1534
145297.82166243458,1535
106612.34862629235,1536
59711.09744034914,1537
149479.90840796087,1538
193291.19692162678,1539
95477.29086577857,1540
138120.98853338126,1541
139146.22789006104,1542
177257.29851543292,1543
88366.61056743439,1544
117554.34602248663,1545
139838.77515364534,1546
129680.6845104814,1547
141159.10105188636,1548
122166.33155102999,1549
134968.37034409176,1550
106156.12067095551,1551
133552.66890873513,1552
143791.9024753296,1553
115580.41005580155,1554
159501.37405089772,1555
86133.84697058974,1556
105110.59008132108,1557
102966.71915901106,1558
64909.27618570114,1559
132757.09436471917,1560
122812.28896169344,1561
130627.06440664014,1562
117516.94966609943,1563
153887.23646190148,1564
151835.14409897663,1565
239728.7261498765,1566
77123.53991821375,1567
239299.62483416632,1568
126239.34891135704,1569
140497.2433216532,1570
118721.63381956099,1571
138459.4264243064,1572
227070.894463757,1573
118164.69971366964,1574
233456.1389806583,1575
250357.83002096642,1576
177977.45054764082,1577
149512.6901218389,1578
145331.3790036314,1579
198164.45954343094,1580
156202.45797440252,1581
125054.68044728918,1582
284235.0215313221,1583
216438.342027592,1584
134243.26908682234,1585
65075.81274896413,1586
108109.76290439576,1587
150957.50569227105,1588
95976.96653168804,1589
131080.46634309308,1590
89453.20939019059,1591
114194.32507941379,1592
128580.39487512081,1593
121274.09884056183,1594
105463.43094924254,1595
213624.46867799707,1596
198746.0061168834,1597
233583.68683014292,1598
169081.6438305666,1599
161360.3338136589,1600
65513.05591181674,1601
116823.46594926082,1602
72031.6880102537,1603
259120.35141259624,1604
242417.57973871613,1605
167659.57754807593,1606
177731.81239676048,1607
218946.73930229372,1608
180871.0404981586,1609
151895.00952207154,1610
136469.09956533794,1611
172395.9783230094,1612
164608.74856421602,1613
128247.73123447553,1614
94001.90095414837,1615
78473.11123134449,1616
94027.28722898752,1617
126960.8816359324,1618
139868.0759122664,1619
147646.79184029158,1620
135617.39770591454,1621
144267.64335311085,1622
260136.4858488293,1623
209615.14902427487,1624
117245.04509569063,1625
173459.46562220433,1626
193939.404609763,1627
282761.90858660045,1628
184909.69521172563,1629
339204.7020586858,1630
230588.0561621352,1631
245688.17328615644,1632
180106.50269461324,1633
185798.74501144377,1634
173716.12206256625,1635
152396.55083024292,1636
199264.5365083533,1637
177523.01381079256,1638
190802.40236832525,1639
250061.01034477013,1640
183146.83229107145,1641
248247.23705808734,1642
213378.37001748677,1643
241240.83610224217,1644
195827.89007127853,1645
159801.91662561867,1646
161539.21369384797,1647
127918.39105686422,1648
141560.03793763666,1649
113019.99476856316,1650
119757.9211982245,1651
97665.98325252395,1652
100157.20316606468,1653
142779.10595481697,1654
130397.99693104712,1655
139150.11680388002,1656
146219.29700894622,1657
144975.12076479764,1658
115000.92412267545,1659
156115.7981514265,1660
422059.51286116516,1661
396058.74961313343,1662
372965.0939951449,1663
474729.0228432919,1664
309611.95827721234,1665
338596.8203925414,1666
384014.63505251205,1667
356447.5658064845,1668
321737.7235490239,1669
353978.58883332566,1670
265762.6772533104,1671
417465.42967433436,1672
290794.9250940616,1673
240057.5268598385,1674
199052.86874237415,1675
195543.9970518623,1676
220672.28033311712,1677
442883.2319062183,1678
393905.817529604,1679
323350.3789380499,1680
251220.01119865183,1681
328792.38590073737,1682
185201.12267551487,1683
178379.76140673424,1684
176116.00813685876,1685
168320.45229236892,1686
177313.6771146355,1687
189879.79435240506,1688
196025.47935269334,1689
200847.6875329463,1690
191259.5227230678,1691
268267.6204976575,1692
175451.53939474942,1693
184631.80400919326,1694
170399.86842748313,1695
265050.05955645716,1696
175428.1789922806,1697
346187.09468752815,1698
312926.3518544059,1699
258723.96175728887,1700
275573.6984696315,1701
236012.18803577696,1702
238911.58077452538,1703
274554.26101682027,1704
246208.08141555093,1705
345135.0750350296,1706
211285.41075439472,1707
202582.7064745864,1708
263392.43485923816,1709
218815.82075298115,1710
283321.42663209414,1711
250189.34636389464,1712
281421.26607758424,1713
224805.30628545984,1714
210210.15474146607,1715
184103.06261134567,1716
179410.34759396192,1717
137002.5155542573,1718
212018.34874816905,1719
238902.91960780826,1720
162220.3170746259,1721
124603.28669352691,1722
155078.39556549347,1723
201513.35980614525,1724
237853.26590363446,1725
185796.26499606032,1726
152238.16639286705,1727
173895.2500187793,1728
169800.5280462757,1729
155074.64011610099,1730
118677.85966962848,1731
124252.66386438216,1732
111554.37620401576,1733
120997.7420845025,1734
123409.76281262316,1735
104955.6243920926,1736
295955.5722581706,1737
265264.4773423621,1738
231610.4649885006,1739
203887.9574363577,1740
185539.5435754255,1741
170793.35240295483,1742
180601.85992858486,1743
327795.406376858,1744
