SalePrice,id
121519.48656871106,1461
159637.89835116267,1462
187900.7280190478,1463
200719.1580852268,1464
199280.93485459063,1465
172150.58023805163,1466
175725.36942368612,1467
160007.05202636358,1468
199628.64494953043,1469
120940.92119812085,1470
168854.11352699707,1471
96224.90596214776,1472
95102.93526592836,1473
144991.2202554884,1474
107578.80816110544,1475
362520.99203367403,1476
254447.91123566608,1477
313770.71045338607,1478
302293.8390440053,1479
498234.8330637138,1480
328114.66220793966,1481
208777.6050269407,1482
183516.58413562813,1483
159881.74008952262,1484
187666.14970685207,1485
189198.18229505382,1486
344355.74080852355,1487
228316.6931521783,1488
194714.27489119608,1489
250808.00688100024,1490
196485.22666556906,1491
97484.03835830074,1492
179764.53368583103,1493
304346.0233406886,1494
288971.24729589885,1495
232869.676634677,1496
184067.2645392997,1497
191445.86840953238,1498
169928.55999513678,1499
159757.73132295193,1500
178058.84004735426,1501
139310.78474926148,1502
321372.76190047886,1503
239390.75294045673,1504
229172.85783113178,1505
191411.65423944202,1506
245082.90683993237,1507
200435.5006925455,1508
155763.7090506606,1509
145549.10443303242,1510
169178.3394188052,1511
171467.39524372117,1512
146193.08218789514,1513
158534.61361391208,1514
186091.4581155547,1515
153208.78860976058,1516
175133.58940212504,1517
130435.3358145538,1518
207643.6848802008,1519
125638.73734398701,1520
134112.95737830567,1521
175903.61020447954,1522
116853.01782366665,1523
127550.95661767993,1524
117872.07536080825,1525
111779.62290247325,1526
109362.96662398412,1527
132419.0695643786,1528
157802.33522643638,1529
192077.14517930752,1530
109526.13240775336,1531
92063.84552807966,1532
153908.1774400444,1533
125926.13322289739,1534
147164.10425473895,1535
104371.9946538413,1536
59240.86442091491,1537
151127.42963815518,1538
193392.91897892873,1539
84825.17630046493,1540
140722.63546525454,1541
157275.68508800102,1542
178345.96848263824,1543
84101.26978511065,1544
116715.10121745519,1545
136669.8726002484,1546
133573.48779737818,1547
141061.70027906448,1548
121057.54017903186,1549
136773.58043448222,1550
102338.0440986398,1551
140093.2596023061,1552
145076.78079433448,1553
114715.23941541239,1554
166703.56550734886,1555
83042.63090933616,1556
123300.24725390453,1557
105326.96357595202,1558
59389.77456784289,1559
128734.77249808142,1560
125050.09781914056,1561
130491.39232265501,1562
120552.63204776007,1563
159493.4643068945,1564
157224.6825748866,1565
237690.87818133252,1566
78603.31929950991,1567
238868.67450030695,1568
138457.62387079487,1569
130797.92846324512,1570
110995.3101433794,1571
141939.347189943,1572
228441.9291576517,1573
119858.71569404118,1574
240737.0824657801,1575
231060.40093008342,1576
175421.97270392918,1577
146996.8742065312,1578
152009.6096748279,1579
194727.66012474018,1580
158141.82100991684,1581
125713.089222667,1582
286287.3891678279,1583
214814.54318543058,1584
133629.36539365925,1585
77073.97086028437,1586
108732.9010493123,1587
146363.80396922678,1588
98715.24726883403,1589
126959.45407697455,1590
92934.43280962876,1591
121339.0643816259,1592
128981.86822783561,1593
129309.07543967059,1594
114276.3272758971,1595
217072.37321901924,1596
207385.8077698142,1597
231295.01188391534,1598
170296.31067189746,1599
160415.25404433088,1600
64954.60887745908,1601
118999.74242075952,1602
62474.20320992261,1603
261905.54945578618,1604
229173.54682474403,1605
162926.16817654844,1606
174922.41228227806,1607
216934.00669446719,1608
181548.60434940146,1609
152661.77131675518,1610
135863.67888190708,1611
173572.34152147578,1612
166160.84255136686,1613
124476.65386211639,1614
92042.22189923022,1615
78975.4598642347,1616
91614.49726908251,1617
138660.68501455104,1618
139561.0755346321,1619
148754.25377448232,1620
133707.17424605257,1621
145985.61337933913,1622
246046.17839435415,1623
202372.90863135393,1624
115252.45354487227,1625
168652.62437125065,1626
195602.03619906696,1627
275244.06623069255,1628
179998.14597169185,1629
358305.01580678916,1630
242476.3656331132,1631
259204.48842985698,1632
169580.97152997094,1633
185033.41546965804,1634
173338.50922534257,1635
151227.88387959884,1636
210479.7120009302,1637
181413.3800405514,1638
187129.07495881437,1639
237593.3248616798,1640
183082.10137431274,1641
251000.41950805986,1642
224211.18332110927,1643
247408.32926617956,1644
202740.2187352174,1645
154900.9959900672,1646
158950.4161188839,1647
128575.09246035306,1648
139292.53632880215,1649
112039.7500704823,1650
117877.93565526807,1651
97056.30364818328,1652
98235.31856238257,1653
146552.7047779783,1654
129002.44375658486,1655
142582.78022078273,1656
152560.81364696592,1657
147218.84667353326,1658
118005.54367036316,1659
154607.2236679734,1660
451311.85627725266,1661
402928.79902955104,1662
384194.3323202019,1663
581074.1906257346,1664
314517.05731953465,1665
311498.1640717909,1666
393272.91450619855,1667
348521.5729207371,1668
314255.1931830684,1669
357311.9574937255,1670
270092.3634906266,1671
424159.60571656877,1672
290357.6945860815,1673
240770.41014963624,1674
201604.42570244396,1675
198625.11046082413,1676
225210.3413449213,1677
467201.7514766895,1678
402671.61507806444,1679
330341.30208788195,1680
250066.6657920986,1681
328730.2814167346,1682
186275.14549739563,1683
171901.79278248135,1684
171543.07321737573,1685
166266.78772659233,1686
166549.87587377414,1687
184285.4063794114,1688
188152.520306499,1689
192574.79256278457,1690
182423.10277685092,1691
249933.96285514542,1692
165162.605568824,1693
183764.40317975616,1694
164074.80331290382,1695
279567.3335348228,1696
169102.72989426352,1697
345566.11373643426,1698
317850.45312705653,1699
263416.9641611167,1700
273509.0981558686,1701
244810.83094201414,1702
242861.57834797353,1703
269850.29077924596,1704
233758.59282555044,1705
227651.85746998515,1706
205915.4505815585,1707
203711.58505813894,1708
260133.65187116654,1709
217850.36778831802,1710
278820.1681402234,1711
254604.72006056152,1712
