SalePrice,id
119958.03568085941,1461
151482.5673217834,1462
180200.85364774,1463
197515.61919328946,1464
202434.15749064749,1465
170553.8002041166,1466
179791.38144936977,1467
159786.24839760805,1468
196124.18290531216,1469
118848.50907472268,1470
188060.2828704751,1471
98874.49267449201,1472
95139.60535946672,1473
143650.45340084162,1474
107788.4400639634,1475
353637.7429500632,1476
246593.8884917939,1477
299793.5405770778,1478
300047.4223672602,1479
468168.6525518394,1480
321388.27559220913,1481
213626.66131492527,1482
181178.24498756093,1483
160707.47963790988,1484
197392.59475472601,1485
194937.39517316487,1486
335953.36810157466,1487
238785.18885069087,1488
189499.42355182284,1489
239798.1410849979,1490
196908.57696842618,1491
92669.44523145206,1492
190785.53370780326,1493
295743.9681727016,1494
288783.3667803152,1495
234247.278802205,1496
179731.18985015602,1497
171647.37301015333,1498
165691.1037227995,1499
158408.2164527091,1500
172992.95396476914,1501
145806.45401246002,1502
285953.0864767639,1503
241975.47239173588,1504
225726.2368613095,1505
187589.0438107682,1506
244001.42398649058,1507
201683.97047180726,1508
161700.73678232857,1509
142587.41205169642,1510
150707.59090101416,1511
177473.86136942147,1512
153712.54334818642,1513
154169.29629532777,1514
192753.11906772008,1515
155724.7118822977,1516
171602.61980410613,1517
131335.31357240217,1518
209173.90226492216,1519
125480.13938326895,1520
128980.66205255051,1521
179320.27222170754,1522
110060.78664833501,1523
126801.31939841072,1524
117884.95844067291,1525
110336.41661186931,1526
109264.97026908275,1527
140138.65888856325,1528
149754.50690539603,1529
187505.41211882056,1530
107038.98144264375,1531
98599.66704899004,1532
145727.85694998215,1533
127754.78547481123,1534
146880.30646072567,1535
107061.76117812943,1536
61370.931964107054,1537
147900.7357481599,1538
194952.3155358647,1539
98419.39663434471,1540
137951.33323852744,1541
140328.13596767586,1542
178438.8873053456,1543
88908.45240637571,1544
118530.53448154722,1545
138920.08751502185,1546
128140.35533722883,1547
142759.83454615716,1548
123916.79784501813,1549
133387.5220082294,1550
106600.95955781781,1551
133270.63147645837,1552
